OBJECTID *,Shape *,Field1,index,DT_UTC_ts,mag,lat,lon,source,time_diff,duplicate,geometry
341,Point,00:00.0,340,11:38.2,1.2,55.9964,-121.0149,nrcan,833.993,0,POINT (-121.0149 55.9964)
342,Point,00:00.0,341,26:11.0,1.3,55.9795,-121.0543,nrcan,872.8,0,POINT (-121.0543 55.9795)
343,Point,00:00.0,342,36:57.9,1.1,56.0215,-120.9854,nrcan,646.89,0,POINT (-120.9854 56.0215)
344,Point,00:00.0,343,59:08.4,1.2,55.9971,-121.0082,nrcan,1330.472,0,POINT (-121.0082 55.9971)
345,Point,00:00.0,344,40:27.2,1.4,55.9966,-121.0325,nrcan,2478.829,0,POINT (-121.0325 55.9966)
346,Point,00:00.0,345,58:30.4,0.9,56.0223,-120.9773,nrcan,1083.223,0,POINT (-120.9773 56.0223)
347,Point,00:00.0,346,11:44.5,1,55.9859,-121.062,nrcan,794.098,0,POINT (-121.062 55.9859)
348,Point,00:00.0,347,25:45.9,1,56.035,-120.9483,nrcan,841.413,0,POINT (-120.9483 56.035)
349,Point,00:00.0,348,43:20.6,1.5,56.0067,-121.0119,nrcan,1054.657,0,POINT (-121.0119 56.0067)
350,Point,00:00.0,349,59:31.6,1,56.0703,-120.7756,nrcan,971.033,0,POINT (-120.7756 56.0703)
351,Point,00:00.0,350,30:56.4,1.1,55.9546,-121.0441,nrcan,1884.78,0,POINT (-121.0441 55.9546)
352,Point,00:00.0,351,24:09.8,1.1,55.9695,-121.0671,nrcan,3193.386,0,POINT (-121.0671 55.9695)
353,Point,00:00.0,352,32:11.6,1,56.5069,-121.8647,nrcan,4081.858,0,POINT (-121.8647 56.5069)
354,Point,00:00.0,353,57:32.6,1.1,55.973,-121.0734,nrcan,1521.008,0,POINT (-121.0734 55.973)
355,Point,00:00.0,354,08:39.0,1.2,56.3847,-121.6475,nrcan,4266.392,0,POINT (-121.6475 56.3847)
356,Point,00:00.0,355,34:26.3,0.8,55.9741,-121.0397,nrcan,15947.288,0,POINT (-121.0397 55.9741)
357,Point,00:00.0,356,57:58.5,0.9,56.0303,-120.9347,nrcan,1412.202,0,POINT (-120.9347 56.0303)
358,Point,00:00.0,357,22:18.7,1,56.018,-120.9894,nrcan,5060.209,0,POINT (-120.9894 56.018)
359,Point,00:00.0,358,07:04.5,1.1,56.9866,-122.6014,nrcan,38685.79,0,POINT (-122.6014 56.9866)
360,Point,00:00.0,359,34:57.9,1.2,56.2966,-121.6368,nrcan,66473.334,0,POINT (-121.6368 56.2966)
361,Point,00:00.0,360,34:03.1,0.8,56.5139,-121.9744,nrcan,3545.209,0,POINT (-121.9744 56.5139)
366,Point,00:00.0,365,25:13.8,0.8,56.0202,-120.9474,nrcan,62798.145,0,POINT (-120.9474 56.0202)
367,Point,00:00.0,366,39:40.8,1,56.2962,-121.6294,nrcan,866.941,0,POINT (-121.6294 56.2962)
368,Point,00:00.0,367,34:36.1,0.8,55.9786,-121.0398,nrcan,3295.369,0,POINT (-121.0398 55.9786)
370,Point,00:00.0,369,36:57.5,0.8,56.4922,-122.3505,nrcan,7157.62,0,POINT (-122.3505 56.4922)
371,Point,00:00.0,370,11:04.7,1,56.2887,-121.5994,nrcan,102847.157,0,POINT (-121.5994 56.2887)
372,Point,00:00.0,371,56:55.1,0.8,56.4974,-122.0315,nrcan,38750.423,0,POINT (-122.0315 56.4974)
373,Point,00:00.0,372,40:39.3,1.9,57.0158,-122.2055,nrcan,24224.151,0,POINT (-122.2055 57.0158)
374,Point,00:00.0,373,17:13.0,1.2,56.9949,-122.5311,nrcan,63393.753,0,POINT (-122.5311 56.9949)
375,Point,00:00.0,374,58:01.2,0.8,57.0306,-122.2336,nrcan,110448.161,0,POINT (-122.2336 57.0306)
376,Point,00:00.0,375,10:47.3,1.1,56.2883,-121.566,nrcan,22366.075,0,POINT (-121.566 56.2883)
378,Point,00:00.0,377,35:55.7,0.9,56.3997,-121.5685,nrcan,3292.821,0,POINT (-121.5685 56.3997)
381,Point,00:00.0,380,04:10.2,0.8,56.26,-121.6054,nrcan,29797.595,0,POINT (-121.6054 56.26)
382,Point,00:00.0,381,41:14.5,0.6,58.4319,-123.0696,nrcan,13024.35,0,POINT (-123.0696 58.4319)
384,Point,00:00.0,383,27:12.1,1.5,56.5154,-122.3299,nrcan,5583.659,0,POINT (-122.3299 56.5154)
386,Point,00:00.0,385,59:46.6,1,56.2205,-122.1311,nrcan,22851.665,0,POINT (-122.1311 56.2205)
389,Point,00:00.0,388,31:55.0,1.1,56.523,-121.9841,nrcan,21706.901,0,POINT (-121.9841 56.523)
391,Point,00:00.0,390,16:42.7,0.8,56.2024,-121.8271,nrcan,56959.089,0,POINT (-121.8271 56.2024)
392,Point,00:00.0,391,22:20.2,0.8,56.1883,-121.7447,nrcan,337.483,0,POINT (-121.7447 56.1883)
398,Point,00:00.0,397,48:27.2,0.9,56.512,-122.1515,nrcan,62283.886,0,POINT (-122.1515 56.512)
399,Point,00:00.0,398,36:19.4,0.9,56.9306,-122.047,nrcan,35272.169,0,POINT (-122.047 56.9306)
400,Point,00:00.0,399,45:36.7,1.2,56.5434,-122.385,nrcan,557.276,0,POINT (-122.385 56.5434)
401,Point,00:00.0,400,50:55.6,1.8,58.5054,-122.9055,nrcan,173118.925,0,POINT (-122.9055 58.5054)
404,Point,00:00.0,403,41:15.2,0.9,58.4359,-123.0192,nrcan,110931.847,0,POINT (-123.0192 58.4359)
405,Point,00:00.0,404,53:20.9,1.1,56.2707,-121.6354,nrcan,7925.645,0,POINT (-121.6354 56.2707)
406,Point,00:00.0,405,30:57.7,1,57.3207,-122.6454,nrcan,13056.859,0,POINT (-122.6454 57.3207)
407,Point,00:00.0,406,02:23.7,1,56.4375,-122.454,nrcan,41485.987,0,POINT (-122.454 56.4375)
408,Point,00:00.0,407,45:51.0,1.5,56.5566,-122.4273,nrcan,164607.262,0,POINT (-122.4273 56.5566)
409,Point,00:00.0,408,53:09.3,1.4,56.5857,-122.1748,nrcan,438.315,0,POINT (-122.1748 56.5857)
410,Point,00:00.0,409,48:22.5,1.5,56.5751,-122.4899,nrcan,14113.235,0,POINT (-122.4899 56.5751)
413,Point,00:00.0,412,59:59.8,1,58.5247,-122.9185,nrcan,7962.501,0,POINT (-122.9185 58.5247)
414,Point,00:00.0,413,18:26.3,0.9,58.5521,-122.9041,nrcan,1106.51,0,POINT (-122.9041 58.5521)
415,Point,00:00.0,414,26:33.9,2.2,56.2044,-122.0911,nrcan,50887.658,0,POINT (-122.0911 56.2044)
416,Point,00:00.0,415,56:30.3,1.3,57.2814,-122.3089,nrcan,37796.371,0,POINT (-122.3089 57.2814)
420,Point,00:00.0,419,16:09.5,1.1,56.2306,-121.8304,nrcan,80377.009,0,POINT (-121.8304 56.2306)
421,Point,00:00.0,420,59:21.6,1.1,56.1904,-121.6353,nrcan,13392.078,0,POINT (-121.6353 56.1904)
423,Point,00:00.0,422,38:46.5,2.4,56.2232,-121.8214,nrcan,18960.044,0,POINT (-121.8214 56.2232)
424,Point,00:00.0,423,26:00.3,1.1,56.2224,-121.9902,nrcan,2833.772,0,POINT (-121.9902 56.2224)
425,Point,00:00.0,424,35:36.4,0.9,56.8276,-120.3218,nrcan,7776.092,0,POINT (-120.3218 56.8276)
427,Point,00:00.0,426,37:05.9,0.9,56.1796,-121.7679,nrcan,21498.678,0,POINT (-121.7679 56.1796)
428,Point,00:00.0,427,31:49.7,1.5,56.2361,-121.82,nrcan,3283.822,0,POINT (-121.82 56.2361)
429,Point,00:00.0,428,33:06.7,0.8,57.366,-122.34,nrcan,21676.998,0,POINT (-122.34 57.366)
430,Point,00:00.0,429,45:46.8,1.3,56.4115,-121.8756,nrcan,18760.111,0,POINT (-121.8756 56.4115)
431,Point,00:00.0,430,50:43.7,1.2,56.2829,-121.5952,nrcan,7496.897,0,POINT (-121.5952 56.2829)
432,Point,00:00.0,431,12:35.6,1.3,57.4479,-122.4836,nrcan,19311.929,0,POINT (-122.4836 57.4479)
434,Point,00:00.0,433,34:26.0,0.5,57.6564,-122.9796,nrcan,9913.518,0,POINT (-122.9796 57.6564)
435,Point,00:00.0,434,19:10.0,1.8,56.3354,-122.0969,nrcan,63884.002,0,POINT (-122.0969 56.3354)
436,Point,00:00.0,435,00:43.3,0.9,56.287,-121.6123,nrcan,2493.271,0,POINT (-121.6123 56.287)
437,Point,00:00.0,436,10:22.4,1.2,56.2315,-121.8417,nrcan,14979.146,0,POINT (-121.8417 56.2315)
438,Point,00:00.0,437,12:44.0,1.1,56.2252,-122.042,nrcan,79341.563,0,POINT (-122.042 56.2252)
439,Point,00:00.0,438,17:16.0,1.5,58.5033,-122.9499,nrcan,18272.032,0,POINT (-122.9499 58.5033)
440,Point,00:00.0,439,24:26.2,1.1,56.2906,-121.606,nrcan,155230.161,0,POINT (-121.606 56.2906)
441,Point,00:00.0,440,34:42.9,1.4,56.2093,-121.6894,nrcan,36616.67,0,POINT (-121.6894 56.2093)
443,Point,00:00.0,442,33:10.4,1.2,56.4801,-121.8827,nrcan,93208.061,0,POINT (-121.8827 56.4801)
446,Point,00:00.0,445,19:22.3,1.2,57.3317,-122.5508,nrcan,7991.515,0,POINT (-122.5508 57.3317)
447,Point,00:00.0,446,12:50.6,1.3,56.4091,-121.7682,nrcan,35608.291,0,POINT (-121.7682 56.4091)
450,Point,00:00.0,449,52:58.2,1.3,56.3066,-121.9312,nrcan,12633.014,0,POINT (-121.9312 56.3066)
451,Point,00:00.0,450,17:51.7,1.4,56.5011,-121.916,nrcan,44693.444,0,POINT (-121.916 56.5011)
452,Point,00:00.0,451,20:29.2,1.3,57.2207,-122.6847,nrcan,75757.587,0,POINT (-122.6847 57.2207)
453,Point,00:00.0,452,18:16.2,1.6,57.2233,-122.7041,nrcan,3466.979,0,POINT (-122.7041 57.2233)
454,Point,00:00.0,453,19:52.7,1,57.2195,-122.6654,nrcan,96.451,0,POINT (-122.6654 57.2195)
458,Point,00:00.0,457,25:32.7,1.4,57.2309,-122.8518,nrcan,28696.544,0,POINT (-122.8518 57.2309)
459,Point,00:00.0,458,58:58.6,1.1,56.4988,-121.9547,nrcan,2005.844,0,POINT (-121.9547 56.4988)
460,Point,00:00.0,459,34:40.2,0.9,57.2294,-122.8039,nrcan,20141.59,0,POINT (-122.8039 57.2294)
461,Point,00:00.0,460,57:27.0,0.8,57.228,-122.7697,nrcan,1366.806,0,POINT (-122.7697 57.228)
463,Point,00:00.0,462,45:35.2,1.3,56.3812,-121.5623,nrcan,8058.629,0,POINT (-121.5623 56.3812)
464,Point,00:00.0,463,19:17.2,1.2,56.2336,-122.0245,nrcan,9222.015,0,POINT (-122.0245 56.2336)
465,Point,00:00.0,464,44:20.6,1,56.4853,-121.6878,nrcan,15903.443,0,POINT (-121.6878 56.4853)
466,Point,00:00.0,465,42:59.0,0.9,57.2358,-122.8347,nrcan,43118.347,0,POINT (-122.8347 57.2358)
467,Point,00:00.0,466,17:18.4,0.9,56.4009,-121.6601,nrcan,23659.399,0,POINT (-121.6601 56.4009)
470,Point,00:00.0,469,56:19.1,0.9,57.2282,-122.828,nrcan,11853.909,0,POINT (-122.828 57.2282)
471,Point,00:00.0,470,37:20.5,1.5,57.2278,-122.7363,nrcan,6061.407,0,POINT (-122.7363 57.2278)
472,Point,00:00.0,471,12:37.6,1.1,57.2306,-122.799,nrcan,2117.11,0,POINT (-122.799 57.2306)
473,Point,00:00.0,472,46:05.6,0.9,56.5245,-121.8078,nrcan,2007.977,0,POINT (-121.8078 56.5245)
474,Point,00:00.0,473,34:57.8,1.1,57.0688,-122.3787,nrcan,35332.191,0,POINT (-122.3787 57.0688)
475,Point,00:00.0,474,52:23.0,0.9,57.0458,-122.3387,nrcan,1045.211,0,POINT (-122.3387 57.0458)
476,Point,00:00.0,475,31:53.8,1.1,57.0637,-122.3043,nrcan,2370.846,0,POINT (-122.3043 57.0637)
477,Point,00:00.0,476,48:11.4,0.9,57.2238,-122.8376,nrcan,977.613,0,POINT (-122.8376 57.2238)
478,Point,00:00.0,477,54:06.9,1.1,56.2557,-121.6948,nrcan,7555.461,0,POINT (-121.6948 56.2557)
479,Point,00:00.0,478,26:15.7,0.9,57.0454,-122.347,nrcan,1928.848,0,POINT (-122.347 57.0454)
480,Point,00:00.0,479,34:56.7,0.9,57.1692,-122.537,nrcan,520.964,0,POINT (-122.537 57.1692)
481,Point,00:00.0,480,12:35.3,1.6,57.2309,-122.8501,nrcan,9458.558,0,POINT (-122.8501 57.2309)
482,Point,00:00.0,481,26:23.5,2.3,57.2294,-122.8489,nrcan,828.202,0,POINT (-122.8489 57.2294)
483,Point,00:00.0,482,27:14.3,0.7,57.1907,-122.7115,nrcan,3650.822,0,POINT (-122.7115 57.1907)
484,Point,00:00.0,483,39:03.6,1.1,57.2417,-122.8354,nrcan,4309.281,0,POINT (-122.8354 57.2417)
485,Point,00:00.0,484,44:51.1,1.1,57.0536,-122.617,nrcan,14747.564,0,POINT (-122.617 57.0536)
486,Point,00:00.0,485,40:39.7,1.2,56.9504,-122.2018,nrcan,46548.573,0,POINT (-122.2018 56.9504)
488,Point,00:00.0,487,15:19.0,1.5,57.1881,-122.4294,nrcan,9865.645,0,POINT (-122.4294 57.1881)
489,Point,00:00.0,488,44:07.5,3,57.2213,-122.8412,nrcan,59328.582,0,POINT (-122.8412 57.2213)
490,Point,00:00.0,489,07:30.0,1.9,57.0371,-122.4066,nrcan,55402.505,0,POINT (-122.4066 57.0371)
491,Point,00:00.0,490,25:20.8,1.7,56.9623,-122.2027,nrcan,65870.756,0,POINT (-122.2027 56.9623)
492,Point,00:00.0,491,30:38.4,1.7,57.0546,-122.2866,nrcan,57917.591,0,POINT (-122.2866 57.0546)
493,Point,00:00.0,492,05:36.6,1.8,57.0513,-122.2968,nrcan,63298.195,0,POINT (-122.2968 57.0513)
494,Point,00:00.0,493,52:52.7,1.8,57.0428,-122.1973,nrcan,56836.166,0,POINT (-122.1973 57.0428)
495,Point,00:00.0,494,48:25.7,1.1,57.2233,-122.7932,nrcan,3332.949,0,POINT (-122.7932 57.2233)
496,Point,00:00.0,495,34:07.9,1.1,57.2097,-122.5816,nrcan,92742.189,0,POINT (-122.5816 57.2097)
497,Point,00:00.0,496,47:09.3,1.4,57.0486,-122.1902,nrcan,33181.391,0,POINT (-122.1902 57.0486)
498,Point,00:00.0,497,46:39.7,1.5,56.277,-121.6765,nrcan,14370.449,0,POINT (-121.6765 56.277)
499,Point,00:00.0,498,20:08.0,1.5,56.2713,-121.5285,nrcan,23608.273,0,POINT (-121.5285 56.2713)
500,Point,00:00.0,499,27:29.5,1.3,57.2237,-122.6867,nrcan,11241.496,0,POINT (-122.6867 57.2237)
501,Point,00:00.0,500,49:35.9,1,57.0391,-122.241,nrcan,98526.377,0,POINT (-122.241 57.0391)
502,Point,00:00.0,501,07:52.6,1.2,57.0547,-122.3614,nrcan,181096.707,0,POINT (-122.3614 57.0547)
503,Point,00:00.0,502,53:57.9,1.2,57.0514,-122.2467,nrcan,38765.322,0,POINT (-122.2467 57.0514)
504,Point,00:00.0,503,11:46.0,1.1,57.0556,-122.2621,nrcan,8268.059,0,POINT (-122.2621 57.0556)
505,Point,00:00.0,504,11:22.8,1,57.0444,-122.3643,nrcan,32376.835,0,POINT (-122.3643 57.0444)
506,Point,00:00.0,505,00:17.4,2.1,57.0477,-122.2212,nrcan,13734.632,0,POINT (-122.2212 57.0477)
507,Point,00:00.0,506,31:20.6,0.8,57.1753,-122.6497,nrcan,16263.157,0,POINT (-122.6497 57.1753)
508,Point,00:00.0,507,14:59.3,1.1,57.0628,-122.3467,nrcan,20618.687,0,POINT (-122.3467 57.0628)
509,Point,00:00.0,508,30:40.7,1,57.2325,-122.7754,nrcan,44141.434,0,POINT (-122.7754 57.2325)
510,Point,00:00.0,509,23:04.4,0.7,57.2646,-122.7422,nrcan,46343.716,0,POINT (-122.7422 57.2646)
511,Point,00:00.0,510,43:06.0,1,56.9262,-122.0172,nrcan,26401.603,0,POINT (-122.0172 56.9262)
512,Point,00:00.0,511,10:56.9,1.1,56.9212,-121.9857,nrcan,30470.877,0,POINT (-121.9857 56.9212)
513,Point,00:00.0,512,42:10.4,1.6,56.9385,-122.0669,nrcan,1873.54,0,POINT (-122.0669 56.9385)
514,Point,00:00.0,513,10:38.1,1,56.9321,-122.0773,nrcan,16107.686,0,POINT (-122.0773 56.9321)
515,Point,00:00.0,514,33:03.6,0.9,56.9414,-122.0671,nrcan,8545.482,0,POINT (-122.0671 56.9414)
516,Point,00:00.0,515,27:10.3,0.8,57.0886,-122.0522,nrcan,10446.653,0,POINT (-122.0522 57.0886)
517,Point,00:00.0,516,52:35.9,0.9,56.9535,-121.821,nrcan,8725.679,0,POINT (-121.821 56.9535)
518,Point,00:00.0,517,57:31.8,1.5,57.0226,-122.5175,nrcan,3895.87,0,POINT (-122.5175 57.0226)
519,Point,00:00.0,518,54:12.7,1.6,56.9335,-121.9967,nrcan,10600.887,0,POINT (-121.9967 56.9335)
520,Point,00:00.0,519,27:53.0,1.4,56.9317,-122.0058,nrcan,2020.3,0,POINT (-122.0058 56.9317)
521,Point,00:00.0,520,06:12.6,1.4,56.9418,-122.003,nrcan,9499.555,0,POINT (-122.003 56.9418)
522,Point,00:00.0,521,31:49.6,1.7,56.5172,-121.9377,nrcan,26737.046,0,POINT (-121.9377 56.5172)
523,Point,00:00.0,522,45:26.5,1.5,57.4733,-122.7041,nrcan,11616.93,0,POINT (-122.7041 57.4733)
524,Point,00:00.0,523,54:56.4,1.6,56.963,-122.0558,nrcan,29369.851,0,POINT (-122.0558 56.963)
525,Point,00:00.0,524,23:56.6,3.2,57.5579,-122.9641,nrcan,48540.19,0,POINT (-122.9641 57.5579)
526,Point,00:00.0,525,54:51.8,1,57.2828,-122.842,nrcan,124255.216,0,POINT (-122.842 57.2828)
528,Point,00:00.0,527,44:53.2,1.5,56.4869,-122.3304,nrcan,10544.565,0,POINT (-122.3304 56.4869)
529,Point,00:00.0,528,53:43.4,1,56.4073,-122.0113,nrcan,4130.215,0,POINT (-122.0113 56.4073)
530,Point,00:00.0,529,51:48.7,1.1,56.5205,-122.0648,nrcan,3485.307,0,POINT (-122.0648 56.5205)
532,Point,00:00.0,531,17:24.6,3.6,57.5688,-122.9216,nrcan,25221.61,0,POINT (-122.9216 57.5688)
533,Point,00:00.0,532,22:54.1,1.3,56.4118,-121.5986,nrcan,36329.502,0,POINT (-121.5986 56.4118)
534,Point,00:00.0,533,10:28.5,1.3,57.5154,-122.7611,nrcan,67654.425,0,POINT (-122.7611 57.5154)
535,Point,00:00.0,534,56:02.9,0.8,57.2376,-122.3714,nrcan,13534.432,0,POINT (-122.3714 57.2376)
536,Point,00:00.0,535,43:40.1,1.8,57.4711,-122.756,nrcan,71257.198,0,POINT (-122.756 57.4711)
537,Point,00:00.0,536,35:30.2,1.4,57.4286,-122.6962,nrcan,168710.071,0,POINT (-122.6962 57.4286)
538,Point,00:00.0,537,54:55.9,2.5,57.4678,-122.7358,nrcan,4765.728,0,POINT (-122.7358 57.4678)
539,Point,00:00.0,538,39:41.1,0.9,57.4349,-122.7417,nrcan,45885.196,0,POINT (-122.7417 57.4349)
541,Point,00:00.0,540,12:49.5,1.3,57.4621,-122.7239,nrcan,10278.225,0,POINT (-122.7239 57.4621)
542,Point,00:00.0,541,59:40.1,1.1,56.5529,-121.1963,nrcan,6410.625,0,POINT (-121.1963 56.5529)
543,Point,00:00.0,542,25:20.1,1.7,57.045,-122.2754,nrcan,59139.91,0,POINT (-122.2754 57.045)
544,Point,00:00.0,543,25:06.5,1.3,56.3028,-121.9732,nrcan,97186.453,0,POINT (-121.9732 56.3028)
546,Point,00:00.0,545,34:07.3,1.4,57.4585,-122.7258,nrcan,5118.804,0,POINT (-122.7258 57.4585)
547,Point,00:00.0,546,11:02.6,1.9,56.5227,-122.4765,nrcan,41815.375,0,POINT (-122.4765 56.5227)
548,Point,00:00.0,547,59:20.0,1.7,56.317,-121.855,nrcan,56897.376,0,POINT (-121.855 56.317)
549,Point,00:00.0,548,56:47.5,1.2,56.2817,-121.6329,nrcan,39447.472,0,POINT (-121.6329 56.2817)
551,Point,00:00.0,550,06:22.1,1,56.059,-121.0815,nrcan,22240.417,0,POINT (-121.0815 56.059)
557,Point,00:00.0,556,57:03.2,0.9,57.2302,-122.8416,nrcan,647.595,0,POINT (-122.8416 57.2302)
558,Point,00:00.0,557,57:33.7,1.1,57.2396,-122.4871,nrcan,39630.462,0,POINT (-122.4871 57.2396)
559,Point,00:00.0,558,47:23.9,1,56.2872,-122.2209,nrcan,6590.19,0,POINT (-122.2209 56.2872)
560,Point,00:00.0,559,05:56.9,1.1,57.2586,-122.207,nrcan,15513.019,0,POINT (-122.207 57.2586)
561,Point,00:00.0,560,49:54.9,0.9,56.4123,-121.8446,nrcan,24237.995,0,POINT (-121.8446 56.4123)
563,Point,00:00.0,562,12:33.1,1.8,57.2566,-122.1674,nrcan,44636.285,0,POINT (-122.1674 57.2566)
564,Point,00:00.0,563,20:31.8,0.8,57.1795,-122.6481,nrcan,478.694,0,POINT (-122.6481 57.1795)
565,Point,00:00.0,564,11:34.7,1.2,57.2492,-122.1444,nrcan,6662.928,0,POINT (-122.1444 57.2492)
566,Point,00:00.0,565,33:18.5,1.4,57.0403,-122.5842,nrcan,48103.814,0,POINT (-122.5842 57.0403)
567,Point,00:00.0,566,56:54.1,1,56.3018,-121.7813,nrcan,87815.621,0,POINT (-121.7813 56.3018)
569,Point,00:00.0,568,54:42.1,1.5,57.04,-122.2803,nrcan,4474.889,0,POINT (-122.2803 57.04)
570,Point,00:00.0,569,41:46.3,1.1,56.7069,-121.0785,nrcan,2824.214,0,POINT (-121.0785 56.7069)
571,Point,00:00.0,570,19:01.1,1.2,57.2321,-122.8042,nrcan,23834.784,0,POINT (-122.8042 57.2321)
572,Point,00:00.0,571,19:19.1,2,57.2323,-122.7841,nrcan,111617.946,0,POINT (-122.7841 57.2323)
573,Point,00:00.0,572,32:05.6,0.9,56.2761,-121.6527,nrcan,11566.546,0,POINT (-121.6527 56.2761)
574,Point,00:00.0,573,44:19.6,1.1,56.2917,-121.7805,nrcan,33133.999,0,POINT (-121.7805 56.2917)
575,Point,00:00.0,574,56:05.8,1.7,56.7883,-121.8705,nrcan,22306.138,0,POINT (-121.8705 56.7883)
576,Point,00:00.0,575,23:53.0,1.5,56.7585,-122.0008,nrcan,12467.244,0,POINT (-122.0008 56.7585)
577,Point,00:00.0,576,13:45.8,1.9,56.7752,-121.8992,nrcan,13792.781,0,POINT (-121.8992 56.7752)
578,Point,00:00.0,577,53:38.4,2,56.7717,-121.916,nrcan,2392.641,0,POINT (-121.916 56.7717)
579,Point,00:00.0,578,57:10.2,1.3,56.4306,-121.8113,nrcan,3811.769,0,POINT (-121.8113 56.4306)
580,Point,00:00.0,579,33:23.8,1.7,56.3194,-121.8435,nrcan,5773.582,0,POINT (-121.8435 56.3194)
582,Point,00:00.0,581,11:41.6,1,56.7676,-121.7764,nrcan,3406.693,0,POINT (-121.7764 56.7676)
583,Point,00:00.0,582,12:10.9,0.9,56.783,-121.9132,nrcan,3629.273,0,POINT (-121.9132 56.783)
584,Point,00:00.0,583,16:17.9,1.1,56.7666,-121.9169,nrcan,247.03,0,POINT (-121.9169 56.7666)
585,Point,00:00.0,584,35:32.7,1.3,57.1557,-122.4187,nrcan,4754.824,0,POINT (-122.4187 57.1557)
586,Point,00:00.0,585,41:12.8,1.1,56.7754,-121.9074,nrcan,14740.026,0,POINT (-121.9074 56.7754)
588,Point,00:00.0,587,14:59.8,1.6,56.7768,-121.9332,nrcan,20087.878,0,POINT (-121.9332 56.7768)
590,Point,00:00.0,589,50:37.4,0.8,57.2423,-122.3489,nrcan,16425.548,0,POINT (-122.3489 57.2423)
591,Point,00:00.0,590,33:53.1,1,57.1409,-122.697,nrcan,2595.704,0,POINT (-122.697 57.1409)
592,Point,00:00.0,591,23:32.8,1.1,57.1341,-122.6312,nrcan,20979.778,0,POINT (-122.6312 57.1341)
594,Point,00:00.0,593,26:37.4,1.6,57.1524,-122.5038,nrcan,1957.139,0,POINT (-122.5038 57.1524)
595,Point,00:00.0,594,35:21.0,1.5,56.7882,-121.9217,nrcan,54523.549,0,POINT (-121.9217 56.7882)
596,Point,00:00.0,595,31:15.7,0.8,57.14,-122.6174,nrcan,28554.736,0,POINT (-122.6174 57.14)
597,Point,00:00.0,596,32:43.8,1,57.1403,-122.7431,nrcan,3688.09,0,POINT (-122.7431 57.1403)
598,Point,00:00.0,597,52:44.9,0.9,57.1598,-122.4297,nrcan,4801.087,0,POINT (-122.4297 57.1598)
599,Point,00:00.0,598,05:59.1,0.9,57.1837,-122.7439,nrcan,18794.195,0,POINT (-122.7439 57.1837)
600,Point,00:00.0,599,39:30.5,0.9,57.1456,-122.4889,nrcan,5611.41,0,POINT (-122.4889 57.1456)
601,Point,00:00.0,600,52:37.7,1.2,57.1411,-122.6962,nrcan,787.183,0,POINT (-122.6962 57.1411)
602,Point,00:00.0,601,00:05.9,0.9,56.5744,-122.0637,nrcan,32848.189,0,POINT (-122.0637 56.5744)
603,Point,00:00.0,602,55:06.8,1.3,57.1411,-122.8007,nrcan,6900.914,0,POINT (-122.8007 57.1411)
604,Point,00:00.0,603,59:46.2,1.1,57.1485,-122.5958,nrcan,279.378,0,POINT (-122.5958 57.1485)
605,Point,00:00.0,604,51:25.5,1.1,56.3102,-122.1221,nrcan,21099.323,0,POINT (-122.1221 56.3102)
606,Point,00:00.0,605,32:12.5,1,57.1732,-122.2868,nrcan,6047.044,0,POINT (-122.2868 57.1732)
607,Point,00:00.0,606,49:10.3,1.1,57.1427,-122.7923,nrcan,19017.761,0,POINT (-122.7923 57.1427)
608,Point,00:00.0,607,44:41.4,1,57.1964,-122.3703,nrcan,32131.057,0,POINT (-122.3703 57.1964)
609,Point,00:00.0,608,14:04.0,0.7,57.1756,-122.7642,nrcan,23362.62,0,POINT (-122.7642 57.1756)
610,Point,00:00.0,609,46:52.6,0.9,57.1445,-122.7848,nrcan,99168.619,0,POINT (-122.7848 57.1445)
612,Point,00:00.0,611,25:50.2,1.9,56.625,-122.2051,nrcan,56170.759,0,POINT (-122.2051 56.625)
613,Point,00:00.0,612,12:13.8,1,57.3582,-122.795,nrcan,63983.57,0,POINT (-122.795 57.3582)
614,Point,00:00.0,613,17:17.8,1.1,56.5126,-122.0981,nrcan,36304.025,0,POINT (-122.0981 56.5126)
615,Point,00:00.0,614,24:45.2,1.2,56.0332,-120.6609,nrcan,97647.378,0,POINT (-120.6609 56.0332)
616,Point,00:00.0,615,44:00.8,1,57.179,-122.7597,nrcan,1155.661,0,POINT (-122.7597 57.179)
617,Point,00:00.0,616,46:58.4,1.2,57.181,-122.526,nrcan,177.607,0,POINT (-122.526 57.181)
618,Point,00:00.0,617,18:49.3,1.4,56.0202,-120.6212,nrcan,1910.843,0,POINT (-120.6212 56.0202)
619,Point,00:00.0,618,23:28.7,1.5,56.0502,-120.6065,nrcan,3879.411,0,POINT (-120.6065 56.0502)
620,Point,00:00.0,619,04:30.7,1.3,56.047,-120.6182,nrcan,2462.045,0,POINT (-120.6182 56.047)
621,Point,00:00.0,620,03:32.7,1.7,56.061,-120.6301,nrcan,3541.959,0,POINT (-120.6301 56.061)
622,Point,00:00.0,621,06:38.7,1.5,56.0194,-120.6387,nrcan,7386.019,0,POINT (-120.6387 56.0194)
623,Point,00:00.0,622,08:43.4,2.1,57.1878,-122.5861,nrcan,124.728,0,POINT (-122.5861 57.1878)
624,Point,00:00.0,623,01:34.1,2.2,56.5486,-122.4983,nrcan,10370.645,0,POINT (-122.4983 56.5486)
